Score,Evaluation
5,很不错，满意，推荐
5,感觉没有评论中说的这么好，可能是地段原因所以价格偏高，总体上还不错
5,不错滴
5,给公司的客人们订的，都说很好很舒适。
4.3,交通方便，总体满意，推荐。
5,就点很干净，交通也很方便，送了旅游景点的劵
5,酒店交通很方便，也很安静，主要是距离我朋友家近，非常好的一次体验。以后过来办事还住这家
4.3,一般化。当天一个前台太不熟练了，我们很着急，他一直是慢悠悠。
5,帮朋友预订的，出行方便，酒店设施齐全，很满意！
5,不错，就是早餐没啥吃的
5,观景不错，能看到黄浦江。 比较安静。
5,非常满意
5,酒店环境很好，服务态度也很好，餐饮很丰盛！
5,不错，地址好，就在地铁上
5,非常的满意，房间超级大！
5,酒店位置很好，门口就是4号线，房间也很干净舒适，不过早餐简单了点
5,酒店位置不错，4号线出来对面就是，房间有点小！卫生都挺好的！可以看到黄浦江！
5,酒店服务设施都不错，地点好
5,还行，洗漱用品很难闻。早餐一般，咖啡很好喝，
5,非常不错，温馨舒适，距离机场近，商旅出差的首选！
5,地段很不错，酒店设施也很好，价格也合适。 满意！
5,门口施工有点小影响，其他酒店设施卫生自助餐都是很赞的
5,还可以的酒店，还会选择入住
5,酒店免费升级到套房，儿子在房间泳池游泳，非常棒
5,酒店很好，很干净。入住房间的窗户可开，很舒适。
5,位置离陆家嘴很近，性价比高，牛排很好吃
5,性价比不错，早餐很丰富，
5,据说是个时间比较久的酒店了，但装修不觉着陈旧，酒店门口就是地铁交通方便。
5,环境不错，住的挺舒适的
5,五星酒店，服务还是不错的，值得推荐！～～
5,还是不错
5,国庆订的，人有点多！因为拿房间钥匙时间推迟两小时！前台帮我改了套间，房间还蛮好的！就是提供的双早太单调咯！
5,酒店各方面都不错
5,光景很好，很方便，地铁出口
4.3,酒店设施不错，就是服务较差，办理入住和退房要等待好多时间
5,免费升级城景 景色很好
5,上海不错的住宿选择，周边交通方便，
5,很不错，值得再次住，早餐很丰富
4.3,酒店设施满意，但周围环境不好，房间很紧张
5,第二天又重新入住！
5,感觉还是很不错的，视野开阔。卫生也好
5,早餐丰富，西餐特别的好
5,服务一流，交通便利、环境好
4.3,旁边在修路，酒店设施有点偏旧，办理入住退房等待时间长。
4.3,总体还不错
5,环境不错。美中不足就是门口正在修地铁。
5,很不错的酒店，性价比很高，值得推荐，
5,很不错，就是小贵
4.3,酒店前面在修马路不是很方便！总体感觉还是不错的！
4.3,这个价位还不错，早餐的西式糕点很好！
5,不错
5,离公司近
5,酒店位置于浦东，我特意订了江景房，两面落地窗户对着黄浦江，看夜景还是非常美丽的。房间、卫生间也特别的大。就是早餐品种较少，有待改进！
5,还是很不错，房间很大，设施也齐全
4.3,服务很好
5,房间很干净，可以看到黄浦江。
5,最近楼下在施工，但是也不吵，地理位置和性价比都很高，免费升了行政房，早餐也很好，特别是西点这部分，入住和退房手续都很快
5,性价比高的一家五星级酒店，自助晚餐做活动买一送一，另外送双早，真是值得回味。
5,不错
5,硬件可以，直接面对陆家嘴，景色很好
5,很好，入住的外国朋友较多。出门马路对面就是地铁4号线，3站到东方明珠电视塔，交通方便！
5,不错！离浦东的景点很近！
5,酒店不错，服务好，尤其是可以游泳，水特干净，超赞！
5,交通方便，很方便，下次还会入住
5,周围在施工附近吃的地方不多，但是酒店整体非常好性价比高。
5,第二次入住了，酒店门口就是地铁，购物很方便
5,不错
5,酒店挺不错的，能看到江景，性价比也不错下次还会去
5,不错。 干净，出门就有地铁方便
4.3,房间够大也够干净舒适，就是自助餐太难吃，晚餐的海鲜自助更是不值
5,环境很好，价格很好，风景很好，态度很好！
5,还不错，环境位置都还好。。。。。。
5,地址不错，设施不错
4.3,挺不错的一家酒店，地理位置相当好。早餐一般。
4.3,五星里 性价比很高了 设施有些陈旧 但总体还是不错的
5,位置无敌，总体不错。。。。。
5,总体满意
5,满意
5,不错，500多的价钱，服务很好
5,不错 就是门口在修路 但是影响不大
5,酒店对面就是地铁站，出行很方便
5,满意
5,一如既往的好，值得入住，推荐
5,不错
5,性价比很高，卫生、服务很好，酒店对面就是地铁站，下次还会入住。
5,特别不错！还给免费升级了一晚豪华套房！
5,还不错，地理位置也还可以
5,还不错，挺好
5,地理位置不错，地铁口出来便是，到陆家嘴各景点都不会太远，服务，设施都很好，性价比很高
5,酒店位置很好，出门就有地铁4号线，房间升级到行政房，房里很好
4.3,三年前也住过这家酒店，内部环境还是比较满意，就是因为浦东大道修路的原因交通不是很方便。
4.3,不能游泳 周围修路~
5,都不错，就是房间有点小
5,非常不错的酒店！值得推荐！
5,除了周边都是工地这一点，其他都很好，离地铁很近
5,很好，票也都是驴妈妈旅游搞定的，有便宜又好
5,很舒适的酒店，貌似最近在修路，靠近地铁，交通方便
5,老五星酒店，不过感觉还是不错的，性价比很高啊
5,不错
5,外面修路，开车需导航。其他还不错
5,不错，设施挺齐全，环境也很好。
4.3,总的来说还算可以，房间不大。附近在修地铁，比较嘈杂。
5,不错
5,第二次入住了！
5,双床比大床房间大哦！不过大床是2米宽的很舒服。
5,入住这个酒店最大的优势就是方便，酒店门口就是地铁站，价格不错，卫生条件不错，下次还选择裕景
5,性价比非常高！五星级酒店，位置也不错，记得陆家嘴很近。
5,不错。交通方便，性价比好，早餐丰盛，出差首选
5,在地铁站附近，放便出行！
5,还不错，就是周围在修路好像，酒店旁边有药房有超市，就是WI-FI弱到爆！ 因为WI-FI的慢的原因第二晚选择了其他的酒店
5,地铁出口就是酒店，非常方便！早餐种类非常多！以后还会继续选择！
5,地理位置优越，附近景点打的都是起步价，房间也OK！
5,地段好，服务好，很满意，很不错的地方
5,五星标准的酒店，离玩乐的地方都很近，酒店虽然不新设施都还新，早饭供应到11:00，适合懒觉的年轻人
5,环境不错，安静舒适，服务周到，下次还会入住。
5,早餐貌似没有以前棒了，泳池正好维护也是一个小遗憾～
5,很好 很方便 下次还回去 值得推荐噢
5,酒店地理位置好，地铁4号线出来就是。预定的大床房直接升级到套房，超大超??，含双早。谢谢裕景酒店～性价比超高！
5,不错的酒店，门口有四号线非常方便
5,总体还不错
5,非常好！！值得推荐！离外滩近很方便！
5,真心不错，出行方便，附近就有4号线。
5,一如既往的好，暑假人太多了，早餐没平时好
5,酒店设施不错 位置还行 价格很公道了
4.3,服务有点儿跟不上，其他盘还好
5,酒店很舒适，远眺黄浦江很美，下次还会选择裕景，??
4.3,酒店地理位置方便，地铁口就在附近。就是现在在修路。
5,朋友推荐，环境不错，性价比高。
5,不错，就是房间有点小，没想象中那么好
5,酒店位置环境都不错
5,不错
5,不错可以的，物美价廉。
5,酒店还不错，免费升级行政房，果然很棒
5,不错
5,价格还是很实惠的，带双早的豪华房性价比高
4.3,周边施工，进来不方便
5,酒店很不错，楼层的服务很周到
5,不错的酒店
5,酒店第二次入住，最愛酒店的早飯，各方面都很好，喜歡！
4.3,还算不错
5,酒店位置不错，出行方便，距离浦东主要景点都比较近；设施齐全，服务周到，下次出行还会考虑入住
5,不错
4.3,28楼的wifi信号很差，这一点基本无法接受
5,经常住，这次住的35层江景房，风光这边独好，非常安静。早餐也很不错，有各式各样的佳肴美食，非常对胃口。并有班车到陆家嘴，省去上班高峰期打的难的问题。好。
5,酒店秉承一贯的严谨风格，房间干净整洁，设施齐全完备。 同时保洁人员的及时清理给第二天的入住带来了极大的舒适感 最为贴心的是对于需要风景需求的客人，也尽量满足。 非常满意！
4.5,周围在做路空气不是很好，酒店地理位置很好，进出方便。如果夏天有辆专车去浦西就好了，上海的夏天真的很热
4,Great location near Lujiazui shopping and Financial District - 15 minutes if you use subway station directly across the street or 20-25 minutes if you walk. Many restaurants and high end shops available. Hotel staff is very helpful and enough English to make it easy. As I am usually short time visitor on business trips do not have time to use many of the facilities except breakfast which is quite good with nice mixture of Chinese and Western foods.
4,一般！
4,駅も近く大変便利な立地ですが、入り口が分かりにくい。リビーも広々としているし朝食が大変美味しかった。アメリカンスタイルがやはりベストです。
4,酒店不错，离东方明珠不远，房间不错，就是到店的时候没人帮忙拿行李。早餐也不错，选择较多，服务生挺好，就是有时候动作太快，今天吃饭时刚擦个嘴，服务生就把纸巾收走，也不换新的，小郁闷一下
4.8,很棒 免费升级了套房 下次还来 离东方明珠很近
5,酒店房间整洁，设施完善，餐厅味道也不错哦，服务人员态度很好，对于出行来说也很方便，周边用餐购物很方便，酒店环境卫生也很好，值得推荐！下次还会选择入住的！
5,非常不错，性价比很高~
5,舒适，卫生，早餐很丰富。 大堂气派，电梯很快，打车也方便。 如果下次去上海还碰上特惠价一定继续入住该酒店。
5,整体来说很不错，行政房的晚餐和普通三层早餐是一样的，而且比三层的种类好多了，很不好，
4.3,老牌的酒店，上海很知名，价格比较贵，但是设施服务等比较好的，值得推荐；地段一般，服务很好，早餐很好吃，床很软。
5,环境好，卫生好，早餐也好
5,周围300米之内有公交站台，地铁站！出行方便呢！
5,环境可以还可以看到黄浦江，位置也可以很高档
5,非常不错。。zzz安静
4,一家出门旅游路过上海，房间干净宽敞，地段好，视野好。早餐种类丰富，服务人员热情，价格也合理，下次还会入住
4,周边在修路，但有地铁，交通还算方便
4,干净舒适，推荐入住，稍有遗憾是没有晾衣的地方
4,房间不大，洗浴用品比较少不足六样，卫生间不错，到东方明珠海洋馆很近，早餐还可以。
4,总体感觉不是很好，主要是空调声音太响，房间隔音也不是太好，晚上睡觉被旁边房间电视机声音吵了一夜！
4,风景不错，酒店虽然已有一定年龄但设施保养的不错，卫生也OK，但前台check in 和out 总排长队，惹得很多赶车和航班的客人抱怨
4,整体还是不错。 就是前台回答问题态度让人不爽。 早餐只有一位也是问题
4,性价比较高的酒店，房间干净整洁。自助餐也不错，服务也OK！很值得，唯一缺点位子比较偏僻。不过打车还是比较方便。
4,服务和硬件设施还可以，就是酒店外面在施工，比较脏。
4,还可以吧，跟海神诺富特比差点！早餐没那边好！
4,酒店还行 早餐差点
4,酒店很不错，房间比较大，设施也不错
4,入住太慢
4,地铁口，交通不错。
4,干净卫生！不错………………………
4,酒店硬件都不错，门口修路有点不方便
4,环境总体不错，但服务实属一般。酒店入住信息登记错误，员工态度冷漠，check in/out排队时间太长。
4,不错
4,酒店有的老了，不过十一还是这个价，倒是挺划算。
4,商务出行，商务出行，挺方便
4,设施是可以，其实一般
4,现在携程的预定太差了，办理入住竟然找不到名字，打了N个电话才搞定，浪费了1小时。
4,总体来说酒店不错，不过桌面有很多浮尘，服务还是挺贴心的
4,确实如前面点评的，房间里被子感觉湿哒哒，房间的抽湿能力有问题。餐厅偏西式，人比较多。周边确实很方便
4,不错！
4,周边还在修路，这要修到什么时候啊
4,还算可以周边没有什么吃的，要打的出去才行
4,风景很漂亮，设施也很新，喜欢的宾馆类型，赞
4,门口浦东大道正在修路，但是打车还是没问题，地铁站就在楼下，但是房间较小，性价比不高
4,早餐不是很丰富，服务员态度不好
4,店设施不错，但门口地铁施工，开车不是很方便，
4,大浴缸很有特点，小孩可以在里面玩耍
4,周边环境比较乱，但交通方便出门就是地铁，优惠后的价格还算合理！
4,酒店还算不错，就是房间稍微小了点
4,帮别人订的，说不错，床不那么软。
4,房间硬件设施很好。服务周到。目前外面在施工，但不影响休息。
4,娘亲表示住的还不错，房间通风再好点就好了。
4,总体来说还可以，到看到江，不过不是太好的江。
4,代叫taxi的服务真的不咋地
4,酒店房间很小，卫生间够大，总的性价比还可以。但游泳池居然不开，这个比较讨厌。
4,前台效率低。每次都要等很久
4,游泳池不能使用
4,还不错
4,交通及总体很好，早餐真的真的一般般！
4,酒店就在地铁口，位置非常好。就是设施和卫生感觉不够格。周末价格不算高，还行吧。
4,酒店门口修路感觉出行不是很方便
4,1，只能说我被骗了，专门为了看东方明珠夜景订的，结果看不到，以后看点评还需多考虑。 2，房间拖鞋像是重复利用的。 3，空调的确不太给力。 4，早餐睡过了，不评论。 5，交通还挺方便，出门四号线。 6，门口在施工，敲敲打打有点吵。 7，总体来说，一般。
4,到店时，没有门童，也没有行李车。房间不错，出入也比较方便。离东方明珠，正大广场也就起步价。游泳池温度还可以，就是换穿的拖鞋穿着脚底疼，不穿拖鞋吧，踩在地垫上也疼。这个不太舒服。服务不错，孩子把换下的游泳衣忘在淋浴间，服务员主动打电话询问。整体性价比可以。
3.8,相对于陆家嘴的五星级酒店性价比是很高的，虽然离东方明珠还有一定距离，但是公交只要三站路，酒店背后就有公交车站。酒店附近有些荒凉，酒店后面好像是酒吧一条街，晚上才会开门。房间相比于其他五星小了一半，能看到黄浦江，但是不是繁华的那一段。
3.5,前台入住办理，有团体入住居然前台没有人可以支援分担，讓其他辧理入住客人乾等40分鐘，應變能力很差，无烟层走廊煙味弥漫。 房间內床房極小，與浴室空間几乎同大。 早餐一般居然还有人抽烟。不過床和枕頭很舒服，是唯一優點 。
3.8,酒店就在地铁4号线海伦站1号出口对面，不过周边在修新的地铁，听说要修5年，所以周边的景观不太好。附近也没什么吃的，只有1家便利店（喜士多）...内部是不错的，住的豪华房可以看到黄浦江..房间也算大，收拾得比较干净，唯一不好的就是梳妆台前面的凳子上面居然有血.........早餐比较丰富，餐厅宽敞位置多，就是早上7-9点人会比较多...前台英文比较好，但12点退房的时候只有两个前台人员，所以排了很长很久的队！！相对于陆家嘴其它酒店而言这家算是性价比比较高的...
2.3,交通方便！其他就没有优点了！！一个五星级酒店，前台服务从头到尾没有笑容，就像客人欠她们一样，态度非常冷漠！房间床品有潮湿的感觉，淋浴房花洒最上面一个是坏的，只能用手持的！门密封很差，水全部漏出来，出来的时候差点滑倒，就像房间漏水了一样！自助早餐品种很少，水果没几样，火龙果很酸！房间隔音不好，小孩子吵闹的声音听的很清楚…要求送一个红酒开瓶器，打了两次电话，半个多小时才送到…！整体来说，做为一个五星级酒店，差评！！！！！
3.8,可以算的上是一次不是很愉快的入住。从预定开始就问题不断。作为五星级酒店，我不懂是怎么样通过星级评定的，员工素质，服务意识都与五星级不符。说好的前厅经理回我电话也没等到，说周六只有GRO为值班经理，难道酒店就没有其他领导层在吗！从早上八点半开始，前台电话就没人接听，客房预定连房型都搞不清楚。自助早餐，让煮个面条，回答连头都不抬，问了两遍，手一挥说那有，真是无语。早餐价格可是175元啊！！价格与服务能差不多点么。因为疏忽将孩子的水壶落在了用餐那，回房间打电话寻求找下是否还在，竟然要我自己下去找，说他们在忙，真是……反正酒店整体给我印象就是员工素质差，更别提微笑服务了。至少下次我是不会再选择这家酒店
3.8,"酒店位于地铁浦东大道站对面,出行蛮方便.服务有待提高,入住手续办理较慢,足足等了一个半小时,停车场人员指引马虎,停车不方便.但房间整体感觉不错,设计/卫生/景观，性价比高。"
2.5,第一次入住感觉不错，于是选择第二次入住，没想到失望至极，五星级别名不副实。预订的是豪华房，但实际入住的和网上高级房的房间是一样的。和前台核实，却被告知高级房和豪华房是差不多的，但想请问的是，那为什么价格会有差别？房间陈旧，进门地面坑坑洼洼的，更令人不爽的是被套上有大片污渍??，大半夜的换被套，弄得满屋子灰尘。一个五星的酒店，真是没遇到过。
4.5,交通方便，房间也很舒适。
4.5,周边在施工 离地铁站很近 房间有点小 早餐不错
4.5,酒店位于陆家嘴四号线浦东大道站，交通便利，环境服务都还不错，早餐丰富
4.5,免费升级到行政楼层，环境很安静，很适合谈事。
4.5,早餐还是水平不怎么样
4.5,离地铁浦东大道站很近，酒店设施很到位。不错的酒店。
4.5,位置很好，交通方便，商务方便！
4.5,设施稍微有点显旧
4.5,蛮好的，不错
4.5,性价比蛮好的。在浦东地铁站一上去就是，交通很方便。只是周边没有购物过吃的地方。如是在世纪大道站很好！
4.5,满意，服务好
4.5,环境不错 自助不错 就是班车太锉了 等了十多分钟 结果人太多 硬没挤上去
4.5,很超值的酒店，除了外面在修路出行不太方便其他都不错！！！！！
4.5,房间不大，环境不错，总体比较舒适，价格还ok吧。
4.5,不错不错，但前台接待能面带微笑(尤其是那位先生)，热情些，那就更好。
4.5,床很舒服，服务不错，就是去东方明珠有一段路。
4.5,房间内部很一般，跟快捷酒店差不多，性价比很低，房间建筑材料偷工减料很严重，早餐也很普通，不值这个价位
4.5,非常满意！
4.5,请以后直接返现吧，说好返现30元一晚，结果说要下订单时返现项打勾，可我根本没看到有此项，客服说要向领导申请，希望给我满意的答复
4.5,条件环境不错，距离陆家嘴国金走路15分钟。但前台入住和退房排队太长太慢，态度和效率还有待提高
4.5,就是位置稍差，其他的都非常好啊了
4.5,酒店不错挺满意
4.5,服务有提升 环境还行
4.5,服务员很热情，早餐很好
4.5,其他都还好 就是酒店物品的消费优点贵啊 一瓶可乐25元
4.5,办理入住时间比较长，到楼上房卡不能用，上下跑了3次
4.5,还不错
4.5,周边冷清了点，硬件设施还可以
4.5,入住办理有点慢，房间不错，早餐不错
4.5,早餐很不错
4.5,住宿没的说，实力点赞，只是房间的wifi有点卡算是一点点缺陷吧，服务员非常的热心有礼貌。
4.5,很好，值得再住
5,房间干净 舒服
5,紧邻黄浦江，位置不错，酒店房间标准大小，还好
4.3,酒店窗外的风景真是绝佳，人品爆发。亲子出游性价比不二选择。
5,性价比不错的酒店，就在地铁口边上。
4.3,大饭店很有名气的
5,房间很棒，光线好，景色好，而且我的要求很多，酒店都尽量满足了，住的很开心
5,真的很不错哦，最近上海的天也很蓝，美美的，这边风景也好。
4.3,设施陈旧，期其他都OK，升级到裕景房了。
5,房间有40平，五星级水平，四星级价格， 628双早，还看江
5,很不错
5,环境好，安全卫生，服务到位，适合带孩子住宿。
3.3,双早，两人分开前后去吃早餐，结果第二个人去就告知已经用过早餐不能再进。解释了最后板着脸回一句“你说没吃过我总不能不信你”，自己工作失误了还怪客人。因大厅沙发坐满人，于是坐到酒廊临时等人，也被赶出来。。硬件尚可，位置也不错，就在地铁口边上。可服务就实在差劲，住了3天没看到一张笑脸。
3.8,位置比较好，特别地铁很方便，设施略显陈旧，一个房间有一股潮湿的味道。就像大家点评的一样，服务非常非常的糟糕，任何问题都解决不了，并且不是想要解决问题，各种狡辩和敷衍塞责，比如在前台投诉房间有潮湿和霉味的时候，有服务生偷偷去房间喷了空气清新剂，然后等我们回房间了，假装进房间闻了一下，说鼻子不好闻不出来啊，恶劣到极点，空气清新剂的恶俗香味恶心了一晚上，特别还是有小宝宝的，影响很大。愤怒
1.5,1. 酒店位置优越，打扫卫生的阿姨服务很好也很礼貌。 2. 酒店的建设有问题，浴缸已经开始开裂，浴室下水不畅，地毯很脏，没有定期清洗，房间隔音不好，房门甚至没有密封条，空调声音很大。 3. 早餐的质量和服务与价格实在不成正比，据前台说餐厅外包雇佣小时工，但是这能够成为服务不好的理由，酒店要省钱，不等于服务被下降就正当。 4. 员工需要培训，这五星怎么来的？
3.3,位置还不错，交通也便利，但是早餐太一般，品种也少；其余还可以
5,"i booked this hotel for a very close friend. He told me the room is super, with a massive bed and a big bath and on a high floor with floor to ceiling windows. He enjoyed his stay very much."
1,差评不是给携程，也不是针对酒店，而是给这个酒店预订部一个态度恶劣的女经理（OR主管）。我于6.26下午为客户定了一个行政间1941元，预定时信用卡担保，且担保不可取消，但是后来由于客人的突发状态想要改行程，我就想尝试一下取消，说真的取消不了这个房费也可以报销的，只是我从客户的角度出发，我想帮他争取一下，就算最后不行，也不可能因此而给差评，大家也都不是野蛮人，因为这确实也是酒店的政策，但让人火大的是这个女经理的态度实在让人气愤。当时我抱着试试的态度直接致电酒店预订部，接电话的一个小姑娘还可以，但是因为我和她说每一句话都感觉她需要在电话那边转问旁边的领导，就是我要投诉的这个女经理，所以我觉得既然这么麻烦那不如我直接和这个有决定权的女经理对话，但是被拒绝了，我就诧异了，你不就在旁边么，接下电话有这么难，事实上我全程态度都很客气，一直在说我知道对你们也很为难，都是可以调电话记录的；但更奇葩的是后面，最后接电话的小姑娘同意帮我转，我本意也是打算把事情再说一遍，能争取取消最好，不行也罢了，反正和有决定权的沟通过那也算争取过，谁知道这个女经理一接电话还没等我开口就嚷着说“我跟你说！你不要再搞了！！！”，我当时就火上来了，说你这是什么态度，可能酒店管理层觉得该经理只是照章办事，但是我再强调一遍，这不是这件事的问题，这件事最后不如我愿我也没有理由抱怨，我投诉的是这个态度，更何况还是作为服务行业的预订部，我个人除了私人携程账户，也管理了携程的公司账户很多年，接触了国内许多四五星的酒店，从没有遇到这么恶劣的服务态度，太恶心。后来没两句我就直接挂了
4.5,Wi-Fi信号非常差！到酒店前台问是否还有房，直接被告知：没有！态度也一副鄙夷的样子！通过携程定了房间，他们也能协调出来了？！成心吧！！上海人就是那个屌样子！
3.8,淋浴水压可能是全国最大的，一直要点赞。 早餐依然是没有提高，反而有下降，以前还有米粉，现在就一种汤面，更不用提馄饨了。 前台办理的速度太慢了，等的时间过长，不信的领导可以去别的同类酒店看看人家的速度，拿个秒表计量一下。
3.5,下午14.30到达酒店，被告知房间没收拾好，要等半小时，结果等了1小时，期间无数次询问无果，后调房.........房间和位置都不错，对得起这价格。但服务真心不好，总台连个笑脸都没有...........
2.3,酒店是在浦东大道地铁站口，周边在修路灰比较大！周边生活设施也不全，超市水果店都很少，一到晚上都没人了。还是建议住在浦西比较方便。酒店工作人员办事效率低，办入住要排队等很久！客人都已经办了入住客房都还没有打扫出来。屋里竟然还有死蟑螂。我不知道五星级酒店是怎么评出来的。
4,酒店位置非常好，离陆家嘴很近，附近有地铁，去陆家嘴可以选地铁，因为车有时不太好打。目前由于修路可能交通有点堵，酒店早餐也还是不错的。
4,酒店位置很不错，设施也都很好，游泳池也很干净，早餐也很丰富，下次还会入住。
4,交通方便，设施挺好，房间舒适，总台服务员态度谦和业务熟练，酒店总体不错，就是早餐只有一位的，入住当晚热水不热，不能洗浴。
4.8,整体环境不错，早餐一般
4.8,挺好的，带娃出行，安静舒适才是王道??
4.8,"很好的酒店，房间面对陆家嘴,景观不错。房间设施很好，周末的价格比较低，工作日价格偏高，但综合来说性价比较高。"
4.8,携程开始没结我预订好，经电话联系协商才办好，其余满意
4.8,出差住这里还不错，出行比较方便
4.8,不错
4.8,性价比超高的酒店，早餐非常棒。
4.8,很好！性价比高，卫生舒适，出行方便。
4.8,游泳池服务态度依然的差
4.8,非常好的酒店，房间够大，有两个餐厅，楼上的餐厅特棒，早上有免费班车到陆家嘴，可惜不准时
4.8,非常好，只是周边在施工，得绕路走
4.8,房间非常舒适大气，喜欢
4.8,日本客人很满意，位置很不错
4.8,房间小了点，但挺干净的，周围在修路，交通比较方便，性价比还是不错的。推荐！
4.8,酒店性价比很高，非常值得推荐！下次去还会住！
4.8,推荐
4.8,不错的酒店，客户满意，路修好后就更好了，周边现在有点乱！
4.8,离地铁很近交通方便，设施还算好。
4.8,前台服务态度不好，客房服务及时
4.8,酒店环境不错，硬件设施挺好，软件还达不到最好水平。
4.8,还不错。
4.8,房间设施还可以，就是早餐只有一个人
4.8,硬件不错，服务还需要提升
4.8,前台服务员很赞，只可惜忘记问她的名子了
4.8,总体还不错，就是离东方明珠塔还是有点远。
4.8,可望浦江和陆家嘴美景，浴缸正对江面，很好，就是房间有股潮味
4.8,卫生干净！服务态度好！交通便利！
4.8,离陆家嘴很近，门口有地铁，适合商务出差。
4.8,前台效率太低，其他还不错
4.8,五星里面性价比高得酒店房间不大但风景很好！服务也不错
4.8,位置、环境都很好，性价比高
4.8,港式酒店，酒店设计不错，地铁4号线1号出口，方便。
4.8,整体不错，房间稍微有些下水道的味道。不过大堂内的男礼宾服务一般。
4.8,早餐按五星酒店的标准非常糟糕
4.8,不错的酒店，免费升级了商务房
4.8,还不错。
4.8,房间设施还可以，就是早餐只有一个人
4.8,硬件不错，服务还需要提升
4.8,前台服务员很赞，只可惜忘记问她的名子了
4.8,总体还不错，就是离东方明珠塔还是有点远。
4.8,可望浦江和陆家嘴美景，浴缸正对江面，很好，就是房间有股潮味
4.8,卫生干净！服务态度好！交通便利！
4.8,离陆家嘴很近，门口有地铁，适合商务出差。
4.8,前台效率太低，其他还不错
4.8,五星里面性价比高得酒店房间不大但风景很好！服务也不错
4.8,位置、环境都很好，性价比高
4.8,港式酒店，酒店设计不错，地铁4号线1号出口，方便。
4.8,整体不错，房间稍微有些下水道的味道。不过大堂内的男礼宾服务一般。
4.8,早餐按五星酒店的标准非常糟糕
4.8,不错的酒店，免费升级了商务房
4.8,浦东陆家嘴附近性价比很高的一家酒店。房间布局很好，卫生间尤其宽敞，设施和装修都比较体面。我住的朝北的房间景观很好，黄浦江近在眼前。
4.8,地理位置好。房间很大。安静，正好遇到车展房价899偏贵吧。三楼的早餐听说不错。
4.8,最近门口正在修路，酒店服务还好，房间很干净，打算要一个可以看到江景的房间，前台服务员就给了，赞个。
4.8,附近在修路。房间电话预订很贵，平时和工作日差价很大。携程订很划算
4.8,出差经常住在这里。很喜欢这家酒店的氛围与格调。吃的方面，自助、中餐、商务快餐一应俱全，还可以去楼下的便利店买点小零食和日用品。
4.8,旁边就有地铁，去八佰伴或陆家嘴都很方便，比较安静，酒店设施挺好，节假日定的有优惠，推荐
4.8,很好，很喜欢，满意，酒店服务不错，早餐也比较丰富，位置也很靠近陆家嘴，可望到黄埔江，工作人员也很耐心。 值得推荐！
4.8,很不错，第二次入住了，环境很好，安静，房间三面采光，浴缸超大，早餐好！就在地铁口
4.8,交通方便，设施挺好，房间舒适。不足：入住当晚热水不热，不能洗浴。酒店解释，客人集中用水，供不上热水，无语。
5,干净，早餐不错
5,景观非常不错！
5,环境很不错，满满意意的五星级！
5,非常好，位置和居住体验都很舒服
5,性价比很好的酒店，下次继续入住。
5,酒店游泳很棒！有一个儿童泳池，带宝宝去游泳十分合适！
4.3,周边没啥，到正大国金都需要开车10分钟，总体来说还是不错，毕竟价格在这里，是周边性价比比较高的酒店了
5,"很好的酒店, 商务出差, 很满意!"
5,不错的酒店
5,不错的酒店，在携程上订的价格也实惠哦
5,很不次哦的酒店，周边交通设施也很方便
5,设施不错，前台服务一般般
5,满意
4.3,卫生一般、服务还可以、位置不错
5,交通地理位置好
5,很好的酒店，可以看到浦江的全景。酒店免费停车，早餐很实惠。
5,离东方医院很近，外来看病很方便，地段也很优越
4.3,周边道路在维修，所以很麻烦。
5,非常感谢你们的支持！非常干净整洁干净整洁有序！
5,总体不错的，值得推荐。
4.3,酒店设施还可以 就是大堂服务态度一般性
5,安静、舒适，交通方便、近黄浦冮，是出差的不错选择
5,酒店地理位置优越，环境优雅，酒店服务好，点个赞吧??
5,各方面不错
5,不错 性价比很高 还免费升了房
5,住在附近很好！！！
5,性价比非常高，酒店房间很舒适，地处陆家嘴金融圈
5,非常不错的酒店，值得推荐给大家
5,不错的酒店，地理位置相当好， 进出方便，然望 服务能更好点。退房时间有点长， 这个希望 能今后改进。
5,离地铁很近，酒店环境很好
5,还不错
5,好很好非常好可免费游泳超级喜欢
5,每次来都住这家，不错。
5,适合商务出差，酒店设施，服务都很好。
5,很不错，环境很好，交通便利。好评。
5,酒店干净、设施齐全，出行非常方便，很满意！
4.3,真心不错！推荐！早餐也挺好的！
5,酒店前台服务很好，交通也方便
4.3,总之还是推荐 很方便的酒店 就是这个修路要很久 自驾的话或许有些不方便
5,很不错的酒店，服务环境都很好，出差的不错选择
5,很雅致的房间，在寸土寸金的上海，房间宽敞舒适，整洁！而且各种功能一应俱全。以后上海就认定你了！
5,还不错。
5,帮朋友订的，应该不错。
5,真心不错。
5,总体不错，虽然酒店是老五星，但服务不错，设施也还可以，主要价格便宜，性价比高。
5,不错，各项设施服务到位
5,非常棒的酒店，很干净，交通也方便，出门就是地铁，
5,浦东大道在装修，价格略便宜，真的性价比高
5,很满意。。。。。。。
5,酒店性价比很高，环境和服务都不错！
5,很好！很舒适！
5,好 前台服务人员很好 还免费升级了
4.3,附近在施工， 晚上有点吵。 交通很便利，出门就是地铁站！
5,地方确实可以。房间稍贵！
4.3,服务不错，就是刚到酒店床上有个血斑，不是很舒服，后来也没有和酒店说，希望以后加强，而且床上的东西有点潮湿的感觉
5,不错
